001000100101 //Q[1][1]
000010111100 //Q[1][2]
110010110111 //Q[1][3]
000000111101 //Q[1][4]
110111001010 //Q[2][1]
001100101111 //Q[2][2]
111101010011 //Q[2][3]
000010111101 //Q[2][4]
000110100100 //Q[3][1]
000010110001 //Q[3][2]
000101110111 //Q[3][3]
001101000100 //Q[3][4]
111000001011 //Q[4][1]
110111001100 //Q[4][2]
111001100100 //Q[4][3]
001000101011 //Q[4][4]

001010101100 //Q[1][1]
001010100010 //Q[1][2]
111011100111 //Q[1][3]
111100101000 //Q[1][4]
110111111111 //Q[2][1]
000001000101 //Q[2][2]
110111011011 //Q[2][3]
110101001100 //Q[2][4]
110111001111 //Q[3][1]
001011100101 //Q[3][2]
000001011000 //Q[3][3]
000110100010 //Q[3][4]
000000110000 //Q[4][1]
111100111001 //Q[4][2]
110011010100 //Q[4][3]
001001001101 //Q[4][4]

000110000110 //Q[1][1]
111010100010 //Q[1][2]
001100100111 //Q[1][3]
111010100001 //Q[1][4]
001000111110 //Q[2][1]
000100100110 //Q[2][2]
111001001010 //Q[2][3]
110101101001 //Q[2][4]
110100011010 //Q[3][1]
000010111111 //Q[3][2]
000010011011 //Q[3][3]
110101101101 //Q[3][4]
000001111011 //Q[4][1]
001110000000 //Q[4][2]
000110101000 //Q[4][3]
000011011101 //Q[4][4]

000001111000 //Q[1][1]
001000011000 //Q[1][2]
001101011110 //Q[1][3]
000000110010 //Q[1][4]
110111011010 //Q[2][1]
000000111100 //Q[2][2]
000001011001 //Q[2][3]
110010101000 //Q[2][4]
110111001101 //Q[3][1]
001010100111 //Q[3][2]
111010010011 //Q[3][3]
000101110011 //Q[3][4]
001010000011 //Q[4][1]
001000100001 //Q[4][2]
111001101101 //Q[4][3]
111001011111 //Q[4][4]

001001000110 //Q[1][1]
111111010001 //Q[1][2]
000101011000 //Q[1][3]
110100000001 //Q[1][4]
000101110111 //Q[2][1]
001010110001 //Q[2][2]
000111011010 //Q[2][3]
000111000111 //Q[2][4]
111011100011 //Q[3][1]
001011110011 //Q[3][2]
111001001110 //Q[3][3]
111000110111 //Q[3][4]
110101000110 //Q[4][1]
000000010111 //Q[4][2]
001011001110 //Q[4][3]
111100101111 //Q[4][4]

000011011011 //Q[1][1]
001001011011 //Q[1][2]
110111101100 //Q[1][3]
001001010010 //Q[1][4]
110100110000 //Q[2][1]
000001000111 //Q[2][2]
000110110001 //Q[2][3]
001001000100 //Q[2][4]
111010111011 //Q[3][1]
110101100101 //Q[3][2]
110101011000 //Q[3][3]
000010111001 //Q[3][4]
110110011011 //Q[4][1]
000111100101 //Q[4][2]
111010101111 //Q[4][3]
110111001000 //Q[4][4]

001001111010 //Q[1][1]
000111000100 //Q[1][2]
000110101100 //Q[1][3]
111000000011 //Q[1][4]
111000100110 //Q[2][1]
111101001101 //Q[2][2]
001101111010 //Q[2][3]
111111111110 //Q[2][4]
001010000000 //Q[3][1]
110101010111 //Q[3][2]
000011001100 //Q[3][3]
000101101101 //Q[3][4]
000001101101 //Q[4][1]
001001001110 //Q[4][2]
000010110011 //Q[4][3]
001100101001 //Q[4][4]

000011011110 //Q[1][1]
110100000001 //Q[1][2]
111110011010 //Q[1][3]
001001111001 //Q[1][4]
001000100101 //Q[2][1]
000110000100 //Q[2][2]
001010011110 //Q[2][3]
000110000001 //Q[2][4]
000111010001 //Q[3][1]
111000010111 //Q[3][2]
000100110100 //Q[3][3]
110100111110 //Q[3][4]
110101001010 //Q[4][1]
111011110110 //Q[4][2]
001010111111 //Q[4][3]
000000100010 //Q[4][4]

000111100000 //Q[1][1]
110111110011 //Q[1][2]
001011011100 //Q[1][3]
000001010110 //Q[1][4]
001010001001 //Q[2][1]
111101110000 //Q[2][2]
110110110100 //Q[2][3]
000111111110 //Q[2][4]
001001100011 //Q[3][1]
000101110000 //Q[3][2]
111111001110 //Q[3][3]
110100100100 //Q[3][4]
000010011001 //Q[4][1]
001100010001 //Q[4][2]
000110010101 //Q[4][3]
000111101111 //Q[4][4]

001000011100 //Q[1][1]
000010101000 //Q[1][2]
001100001001 //Q[1][3]
111010100000 //Q[1][4]
110010011010 //Q[2][1]
000001101011 //Q[2][2]
000111011101 //Q[2][3]
111100011011 //Q[2][4]
